id_respiratoire,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
518,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,81,220,9840,2.196,de 20 a  24 ans,hommes
519,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,9,60,3620,1.685,de 20 a  24 ans,hommes
520,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,999,3080,158440,1.942,de 20 a  24 ans,hommes
521,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,26,250,13550,1.823,de 20 a  24 ans,hommes
522,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,3,150,7930,1.867,de 20 a  24 ans,hommes
523,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,42,430,20890,2.039,de 20 a  24 ans,hommes
524,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,7,130,7680,1.668,de 20 a  24 ans,hommes
525,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,13,1050,57640,1.817,de 20 a  24 ans,hommes
526,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,6,450,27960,1.592,de 20 a  24 ans,hommes
527,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,84,240,14860,1.628,de 20 a  24 ans,hommes
528,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,999,2350,135420,1.735,de 20 a  24 ans,hommes
529,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,,80,3730,2.197,de 20 a  24 ans,hommes
530,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,99,999,36780,1821490,2.019,de 20 a  24 ans,hommes
531,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,972,260,9170,2.79,de 20 a  24 ans,femmes
532,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,6,976,30,3360,0.833,de 20 a  24 ans,femmes
533,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,6,999,30,3360,0.833,de 20 a  24 ans,femmes
534,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,77,1030,44010,2.329,de 20 a  24 ans,femmes
535,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,78,930,44870,2.07,de 20 a  24 ans,femmes
536,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,95,820,39660,2.078,de 20 a  24 ans,femmes
537,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,999,1780,70150,2.536,de 20 a  24 ans,femmes
538,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,21,340,16680,2.044,de 20 a  24 ans,femmes
539,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,89,190,8090,2.299,de 20 a  24 ans,femmes
540,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,999,1620,75100,2.161,de 20 a  24 ans,femmes
541,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,14,580,20610,2.79,de 20 a  24 ans,femmes
542,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,61,200,7040,2.869,de 20 a  24 ans,femmes
543,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,999,2920,94710,3.082,de 20 a  24 ans,femmes
544,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,2,410,14600,2.829,de 20 a  24 ans,femmes
545,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,59,2120,84080,2.518,de 20 a  24 ans,femmes
546,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,62,1160,43710,2.659,de 20 a  24 ans,femmes
547,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,57,610,26330,2.309,de 20 a  24 ans,femmes
548,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,8,240,7140,3.319,de 20 a  24 ans,femmes
549,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,999,3460,156040,2.219,de 20 a  24 ans,femmes
550,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,49,680,25660,2.65,de 20 a  24 ans,femmes
551,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,72,410,16190,2.557,de 20 a  24 ans,femmes
552,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,999,2940,111670,2.629,de 20 a  24 ans,femmes
553,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,29,770,25580,3.011,de 20 a  24 ans,femmes
554,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,17,460,16110,2.868,de 20 a  24 ans,femmes
555,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,40,360,10400,3.48,de 20 a  24 ans,femmes
556,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,86,390,13830,2.785,de 20 a  24 ans,femmes
557,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,11,230,9090,2.508,de 20 a  24 ans,femmes
558,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,12,120,6420,1.871,de 20 a  24 ans,femmes
559,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,31,1020,47410,2.153,de 20 a  24 ans,femmes
560,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,32,160,4410,3.608,de 20 a  24 ans,femmes
561,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,46,70,3600,1.887,de 20 a  24 ans,femmes
562,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,66,270,12450,2.169,de 20 a  24 ans,femmes
563,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,38,750,38100,1.96,de 20 a  24 ans,femmes
564,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,43,100,5740,1.813,de 20 a  24 ans,femmes
565,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,69,1210,66500,1.826,de 20 a  24 ans,femmes
566,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,4,100,4000,2.528,de 20 a  24 ans,femmes
567,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,5,60,3310,1.844,de 20 a  24 ans,femmes
568,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,83,610,28460,2.144,de 20 a  24 ans,femmes
569,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,999,3130,143490,2.183,de 20 a  24 ans,femmes
570,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,94,,90,3690,2.387,de 20 a  24 ans,femmes
571,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,1,971,530,19030,2.775,de 20 a  24 ans,tous sexes
572,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,972,380,17250,2.191,de 20 a  24 ans,tous sexes
573,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,3,973,120,11540,1.022,de 20 a  24 ans,tous sexes
574,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,3,999,120,11540,1.022,de 20 a  24 ans,tous sexes
575,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,4,974,2210,54650,4.048,de 20 a  24 ans,tous sexes
576,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,75,2110,127750,1.652,de 20 a  24 ans,tous sexes
577,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,78,1660,86480,1.918,de 20 a  24 ans,tous sexes
578,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,91,1580,79310,1.992,de 20 a  24 ans,tous sexes
579,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,999,13670,720930,1.897,de 20 a  24 ans,tous sexes
580,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,18,350,14480,2.418,de 20 a  24 ans,tous sexes
581,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,28,530,21600,2.454,de 20 a  24 ans,tous sexes
582,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,45,820,36680,2.241,de 20 a  24 ans,tous sexes
583,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,71,590,26340,2.224,de 20 a  24 ans,tous sexes
584,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,999,3000,147660,2.031,de 20 a  24 ans,tous sexes
585,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,999,5270,182420,2.891,de 20 a  24 ans,tous sexes
586,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,59,3780,162370,2.327,de 20 a  24 ans,tous sexes
587,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,57,1110,52370,2.118,de 20 a  24 ans,tous sexes
588,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,68,690,41020,1.687,de 20 a  24 ans,tous sexes
589,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,88,460,19130,2.383,de 20 a  24 ans,tous sexes
590,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,72,680,31470,2.158,de 20 a  24 ans,tous sexes
591,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,999,5350,217350,2.463,de 20 a  24 ans,tous sexes
592,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,22,920,30590,3.008,de 20 a  24 ans,tous sexes
593,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,999,4860,188540,2.577,de 20 a  24 ans,tous sexes
594,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,23,120,4690,2.621,de 20 a  24 ans,tous sexes
595,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,24,400,18410,2.145,de 20 a  24 ans,tous sexes
596,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,33,2530,97540,2.598,de 20 a  24 ans,tous sexes
597,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,40,650,20550,3.139,de 20 a  24 ans,tous sexes
598,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,86,680,26330,2.59,de 20 a  24 ans,tous sexes
599,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,75,87,430,19130,2.237,de 20 a  24 ans,tous sexes
600,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,11,420,18140,2.31,de 20 a  24 ans,tous sexes
601,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,30,760,39930,1.914,de 20 a  24 ans,tous sexes
602,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,31,1860,90580,2.058,de 20 a  24 ans,tous sexes
603,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,32,260,8650,3.053,de 20 a  24 ans,tous sexes
604,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,76,9,150,7080,2.119,de 20 a  24 ans,tous sexes
605,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,1,650,33420,1.933,de 20 a  24 ans,tous sexes
606,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,15,140,6210,2.285,de 20 a  24 ans,tous sexes
607,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,26,540,27320,1.962,de 20 a  24 ans,tous sexes
608,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,63,690,37590,1.828,de 20 a  24 ans,tous sexes
609,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,84,69,2190,124470,1.76,de 20 a  24 ans,tous sexes
610,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,13,2520,119290,2.113,de 20 a  24 ans,tous sexes
611,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,93,83,1120,56210,1.989,de 20 a  24 ans,tous sexes
612,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,99,999,82880,3773130,2.197,de 20 a  24 ans,tous sexes
613,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,1,999,160,7200,2.249,de 25 a  29 ans,hommes
614,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,2,972,120,6620,1.827,de 25 a  29 ans,hommes
615,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,4,974,770,23720,3.233,de 25 a  29 ans,hommes
616,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,4,999,770,23720,3.233,de 25 a  29 ans,hommes
617,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,6,999,20,2220,0.9,de 25 a  29 ans,hommes
618,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,75,1530,95950,1.594,de 25 a  29 ans,hommes
619,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,78,810,41610,1.947,de 25 a  29 ans,hommes
620,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,92,920,54380,1.696,de 25 a  29 ans,hommes
621,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,11,95,760,36940,2.052,de 25 a  29 ans,hommes
622,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,41,150,7170,2.022,de 25 a  29 ans,hommes
623,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,24,999,1320,61240,2.152,de 25 a  29 ans,hommes
624,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,21,310,14320,2.144,de 25 a  29 ans,hommes
625,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,27,89,200,7240,2.75,de 25 a  29 ans,hommes
626,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,14,480,17970,2.694,de 25 a  29 ans,hommes
627,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,28,50,320,11590,2.797,de 25 a  29 ans,hommes
628,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,32,60,490,21060,2.341,de 25 a  29 ans,hommes
629,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,51,360,15900,2.239,de 25 a  29 ans,hommes
630,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,52,70,4000,1.823,de 25 a  29 ans,hommes
631,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,44,67,650,34420,1.888,de 25 a  29 ans,hommes
632,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,49,500,21160,2.359,de 25 a  29 ans,hommes
633,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,52,85,450,14880,3.018,de 25 a  29 ans,hommes
634,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,35,670,31720,2.118,de 25 a  29 ans,hommes
635,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,56,430,16990,2.52,de 25 a  29 ans,hommes
636,2020,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),RES_CAT_EXC,53,999,2100,83630,2.506,de 25 a  29 ans,hommes
