id_cardiologique,annee,patho_niv1,patho_niv2,patho_niv3,top,region,dept,ntop,npop,prevalence,libelle_classe_age,libelle_sexe
317,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,973,20,280,6.093,de 90 a  94 ans,femmes
318,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,974,270,2750,9.858,de 90 a  94 ans,femmes
319,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,6,976,0,80,,de 90 a  94 ans,femmes
320,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,78,850,9040,9.382,de 90 a  94 ans,femmes
321,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,94,920,8370,10.976,de 90 a  94 ans,femmes
322,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,28,520,3560,14.571,de 90 a  94 ans,femmes
323,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,36,290,2670,10.749,de 90 a  94 ans,femmes
324,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,41,390,3530,10.926,de 90 a  94 ans,femmes
325,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,45,620,5530,11.224,de 90 a  94 ans,femmes
326,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,25,470,4150,11.218,de 90 a  94 ans,femmes
327,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,39,280,2550,10.793,de 90 a  94 ans,femmes
328,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,58,280,2680,10.493,de 90 a  94 ans,femmes
329,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,89,460,3360,13.669,de 90 a  94 ans,femmes
330,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,999,3110,26800,11.603,de 90 a  94 ans,femmes
331,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,59,2210,17510,12.613,de 90 a  94 ans,femmes
332,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,999,5130,42020,12.215,de 90 a  94 ans,femmes
333,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,54,660,5920,11.105,de 90 a  94 ans,femmes
334,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,55,190,1680,11.509,de 90 a  94 ans,femmes
335,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,67,1060,8000,13.246,de 90 a  94 ans,femmes
336,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,68,730,5700,12.851,de 90 a  94 ans,femmes
337,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,8,260,2280,11.316,de 90 a  94 ans,femmes
338,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,44,1180,11120,10.58,de 90 a  94 ans,femmes
339,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,22,840,6750,12.437,de 90 a  94 ans,femmes
340,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,29,1030,9110,11.303,de 90 a  94 ans,femmes
341,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,999,3670,32120,11.428,de 90 a  94 ans,femmes
342,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,23,200,1700,11.91,de 90 a  94 ans,femmes
343,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,999,7300,63210,11.543,de 90 a  94 ans,femmes
344,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,11,390,4030,9.712,de 90 a  94 ans,femmes
345,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,12,400,3470,11.592,de 90 a  94 ans,femmes
346,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,1100,10030,10.93,de 90 a  94 ans,femmes
347,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,32,270,2310,11.732,de 90 a  94 ans,femmes
348,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,66,490,5270,9.376,de 90 a  94 ans,femmes
349,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,3,430,4190,10.346,de 90 a  94 ans,femmes
350,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,38,1330,9230,14.427,de 90 a  94 ans,femmes
351,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,69,1430,13680,10.458,de 90 a  94 ans,femmes
352,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,73,420,3570,11.827,de 90 a  94 ans,femmes
353,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,6,1250,12480,10.006,de 90 a  94 ans,femmes
354,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,94,,190,1350,13.883,de 90 a  94 ans,femmes
355,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,94,999,400,2890,13.896,de 90 a  94 ans,femmes
356,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,99,999,62930,548400,11.475,de 90 a  94 ans,femmes
357,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,1,999,280,3640,7.813,de 90 a  94 ans,tous sexes
358,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,974,380,3840,9.938,de 90 a  94 ans,tous sexes
359,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,92,1590,15340,10.37,de 90 a  94 ans,tous sexes
360,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,93,1120,9090,12.32,de 90 a  94 ans,tous sexes
361,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,18,630,4660,13.611,de 90 a  94 ans,tous sexes
362,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,41,610,5310,11.557,de 90 a  94 ans,tous sexes
363,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,45,970,8110,11.939,de 90 a  94 ans,tous sexes
364,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,21,810,6730,11.989,de 90 a  94 ans,tous sexes
365,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,25,670,6090,11.02,de 90 a  94 ans,tous sexes
366,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,39,430,3720,11.6,de 90 a  94 ans,tous sexes
367,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,71,1010,8890,11.3,de 90 a  94 ans,tous sexes
368,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,89,670,4820,13.978,de 90 a  94 ans,tous sexes
369,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,61,750,4650,16.072,de 90 a  94 ans,tous sexes
370,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,999,5790,41890,13.824,de 90 a  94 ans,tous sexes
371,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,80,780,6140,12.712,de 90 a  94 ans,tous sexes
372,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,67,1580,11330,13.943,de 90 a  94 ans,tous sexes
373,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,88,610,4960,12.225,de 90 a  94 ans,tous sexes
374,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,999,7530,61520,12.233,de 90 a  94 ans,tous sexes
375,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,53,590,4600,12.815,de 90 a  94 ans,tous sexes
376,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,72,1030,7980,12.953,de 90 a  94 ans,tous sexes
377,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,16,690,5620,12.344,de 90 a  94 ans,tous sexes
378,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,17,1070,11070,9.687,de 90 a  94 ans,tous sexes
379,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,24,960,7380,13.005,de 90 a  94 ans,tous sexes
380,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,47,690,5630,12.183,de 90 a  94 ans,tous sexes
381,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,87,720,5990,11.945,de 90 a  94 ans,tous sexes
382,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,999,11410,91770,12.438,de 90 a  94 ans,tous sexes
383,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,12,650,5190,12.471,de 90 a  94 ans,tous sexes
384,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,1680,14740,11.407,de 90 a  94 ans,tous sexes
385,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,34,1690,14890,11.378,de 90 a  94 ans,tous sexes
386,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,46,450,3260,13.812,de 90 a  94 ans,tous sexes
387,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,65,530,4170,12.614,de 90 a  94 ans,tous sexes
388,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,66,780,7760,10.059,de 90 a  94 ans,tous sexes
389,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,81,900,7100,12.643,de 90 a  94 ans,tous sexes
390,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,26,750,6430,11.701,de 90 a  94 ans,tous sexes
391,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,38,2010,13520,14.858,de 90 a  94 ans,tous sexes
392,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,74,800,7320,10.977,de 90 a  94 ans,tous sexes
393,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,13,3160,24460,12.92,de 90 a  94 ans,tous sexes
394,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,4,270,2410,10.987,de 90 a  94 ans,tous sexes
395,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,6,1940,18200,10.671,de 90 a  94 ans,tous sexes
396,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,99,999,94820,789690,12.007,de 90 a  94 ans,tous sexes
397,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,972,50,510,9.18,plus de 95 ans,hommes
398,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,50,510,9.18,plus de 95 ans,hommes
399,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,973,0,40,,plus de 95 ans,hommes
400,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,3,999,0,40,,plus de 95 ans,hommes
401,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,974,30,320,9.494,plus de 95 ans,hommes
402,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,999,30,320,9.494,plus de 95 ans,hommes
403,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,75,320,2080,15.248,plus de 95 ans,hommes
404,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,95,110,670,16.517,plus de 95 ans,hommes
405,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,999,1300,8510,15.313,plus de 95 ans,hommes
406,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,18,80,390,19.036,plus de 95 ans,hommes
407,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,36,70,330,20.427,plus de 95 ans,hommes
408,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,37,150,740,19.674,plus de 95 ans,hommes
409,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,90,20,90,17.978,plus de 95 ans,hommes
410,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,50,140,650,22.257,plus de 95 ans,hommes
411,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,76,220,1080,20.499,plus de 95 ans,hommes
412,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,2,50,370,14.209,plus de 95 ans,hommes
413,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,60,110,510,21.415,plus de 95 ans,hommes
414,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,55,20,160,14.634,plus de 95 ans,hommes
415,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,44,180,1240,14.746,plus de 95 ans,hommes
416,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,49,180,1080,17.069,plus de 95 ans,hommes
417,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,999,730,4270,16.986,plus de 95 ans,hommes
418,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,53,22,130,670,19.133,plus de 95 ans,hommes
419,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,19,60,330,18.154,plus de 95 ans,hommes
420,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,23,50,220,20.179,plus de 95 ans,hommes
421,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,33,320,1700,18.798,plus de 95 ans,hommes
422,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,40,90,500,18.474,plus de 95 ans,hommes
423,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,64,160,870,18.035,plus de 95 ans,hommes
424,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,200,1290,15.581,plus de 95 ans,hommes
425,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,999,1230,7440,16.568,plus de 95 ans,hommes
426,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,1,90,490,18.275,plus de 95 ans,hommes
427,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,26,80,540,14.549,plus de 95 ans,hommes
428,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,3,70,500,13.492,plus de 95 ans,hommes
429,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,42,130,800,16.105,plus de 95 ans,hommes
430,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,69,250,1560,15.81,plus de 95 ans,hommes
431,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,73,60,420,14.699,plus de 95 ans,hommes
432,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,74,90,580,14.63,plus de 95 ans,hommes
433,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,6,250,1650,15.012,plus de 95 ans,hommes
434,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,999,960,6040,15.803,plus de 95 ans,hommes
435,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,972,110,1390,7.653,plus de 95 ans,femmes
436,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,110,1390,7.653,plus de 95 ans,femmes
437,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,6,976,0,40,,plus de 95 ans,femmes
438,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,75,1060,7280,14.562,plus de 95 ans,femmes
439,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,77,470,3010,15.714,plus de 95 ans,femmes
440,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,78,550,3970,13.872,plus de 95 ans,femmes
441,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,45,350,2480,13.998,plus de 95 ans,femmes
442,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,21,340,2120,16.203,plus de 95 ans,femmes
443,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,25,230,1660,13.716,plus de 95 ans,femmes
444,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,70,100,740,13.667,plus de 95 ans,femmes
445,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,27,89,280,1470,18.967,plus de 95 ans,femmes
446,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,50,380,2250,16.793,plus de 95 ans,femmes
447,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,28,999,1980,11930,16.567,plus de 95 ans,femmes
448,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,2,250,1610,15.261,plus de 95 ans,femmes
449,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,60,360,1940,18.402,plus de 95 ans,femmes
450,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,32,62,550,3800,14.44,plus de 95 ans,femmes
451,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,44,54,330,2170,15.289,plus de 95 ans,femmes
452,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,52,53,240,1350,17.691,plus de 95 ans,femmes
453,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,17,420,3450,12.076,plus de 95 ans,femmes
454,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,33,1050,6580,15.973,plus de 95 ans,femmes
455,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,79,260,1810,14.215,plus de 95 ans,femmes
456,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,75,999,4380,28720,15.238,plus de 95 ans,femmes
457,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,31,720,4700,15.259,plus de 95 ans,femmes
458,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,46,140,980,14.228,plus de 95 ans,femmes
459,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,66,260,2210,11.605,plus de 95 ans,femmes
460,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,82,200,1110,18.395,plus de 95 ans,femmes
461,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,76,999,3600,25170,14.297,plus de 95 ans,femmes
462,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,43,200,940,21.467,plus de 95 ans,femmes
463,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,69,840,5770,14.6,plus de 95 ans,femmes
464,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,7,240,1420,16.937,plus de 95 ans,femmes
465,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,84,74,300,2100,14.476,plus de 95 ans,femmes
466,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,6,830,5780,14.424,plus de 95 ans,femmes
467,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,83,720,5070,14.167,plus de 95 ans,femmes
468,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,93,84,280,2050,13.805,plus de 95 ans,femmes
469,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,94,999,180,1180,15.326,plus de 95 ans,femmes
470,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,972,150,1900,8.065,plus de 95 ans,tous sexes
471,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,2,999,150,1900,8.065,plus de 95 ans,tous sexes
472,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,974,170,1480,11.502,plus de 95 ans,tous sexes
473,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,4,999,170,1480,11.502,plus de 95 ans,tous sexes
474,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,91,630,3940,15.879,plus de 95 ans,tous sexes
475,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,11,94,670,4450,15.082,plus de 95 ans,tous sexes
476,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,18,300,1770,16.695,plus de 95 ans,tous sexes
477,2021,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,24,37,550,3390,16.243,plus de 95 ans,tous sexes
